Date Built,Date Priced,Distance from Capital,Distance from Guarding Tower,Distance from Knight's house,Distance from Royal Market,Distance from the Dock,Distance from the River,Holy tree,House ID,King visited,Location,bathrooms,bedrooms,blessings,cursed,dining rooms,farm,garden,renovation
4/23/1612 12:15 AM,4/23/1612 12:15 AM,45.83205,139.569641,55.889808,44.684362,38.989936,31.138283,stands beside,6e32db8a,0.0,King's Landing,2.0,3.0,114.0,0.0,2.0,small,no space,1.0
11/22/1610 12:36 PM,11/22/1610 12:36 PM,38.911686,86.301007,49.643033,38.425946,,7.103462,stands beside,6e32dbc9,0.0,Servant's Premises,3.0,2.0,121.0,0.0,4.0,small,no space,1.0
6/12/1607 3:53 AM,6/12/1607 3:53 AM,118.111138,74.798373,128.503475,74.407099,34.221521,16.96818,stands beside,6e32dbd2,0.0,The Mountains,4.0,4.0,42.0,0.0,,small,no space,1.0
9/17/1612 8:37 PM,9/17/1612 8:37 PM,3.530403,36.33892,14.205244,25.239132,5.404681,41.724464,stands beside,6e32dbdb,0.0,The Mountains,2.0,4.0,156.0,0.0,3.0,small,no space,0.0
3/25/1610 1:56 PM,3/25/1610 1:56 PM,8.607563,102.332582,19.179033,10.157321,6.468029,40.446404,stands beside,6e32dc1b,0.0,Cursed Land,2.0,3.0,151.0,0.0,4.0,small,no space,0.0
6/8/1607 4:39 PM,6/8/1607 4:39 PM,36.74873,88.320275,47.611989,78.618631,20.607002,12.936897,stands beside,6e32dc39,0.0,,4.0,2.0,123.0,0.0,4.0,small,no space,0.0
12/7/1607 4:55 AM,12/7/1607 4:55 AM,55.473601,30.386107,65.572406,13.511064,30.206781,7.652573,stands beside,6e32dc5f,0.0,Servant's Premises,3.0,,105.0,,4.0,small,,0.0
7/8/1607 8:12 AM,7/8/1607 8:12 AM,42.235458,170.29238,52.563635,2.191601,0.044292,65.206447,cut by Ancient witch,6e32dca0,0.0,Servant's Premises,2.0,2.0,118.0,1.0,2.0,small,no space,0.0
5/2/1609 6:36 PM,5/2/1609 6:36 PM,17.668339,84.77737,27.836484,47.10419,61.14107,30.940255,cut by Ancient witch,6e32dd24,0.0,,,3.0,142.0,1.0,2.0,small,no space,0.0
12/28/1607 6:54 AM,12/28/1607 6:54 AM,51.239734,135.159954,61.433785,8.280413,0.059843,1.2455,stands beside,6e32dd8c,0.0,The Mountains,4.0,3.0,109.0,0.0,3.0,small,no space,0.0
11/24/1608 4:58 PM,11/24/1608 4:58 PM,101.48383,94.727236,111.604681,34.424097,22.432723,43.452145,,6e32ddd9,0.0,The Mountains,4.0,2.0,59.0,0.0,4.0,small,no space,0.0
8/25/1610 5:36 PM,8/25/1610 5:36 PM,31.515889,64.787273,41.728049,38.565782,54.340369,2.831798,stands beside,6e32de38,0.0,Cursed Land,2.0,2.0,128.0,0.0,4.0,small,no space,0.0
11/28/1608 3:39 AM,11/28/1608 3:39 AM,34.466528,17.63892,44.806465,2.666288,83.402609,29.795664,stands beside,6e32de5f,0.0,The Mountains,3.0,2.0,126.0,0.0,2.0,small,,0.0
4/3/1607 10:25 AM,4/3/1607 10:25 AM,47.821844,26.860956,58.42227,4.083741,,32.106718,cut by Ancient witch,6e32de88,0.0,The Mountains,3.0,4.0,112.0,1.0,4.0,small,no space,1.0
11/15/1610 2:43 PM,11/15/1610 2:43 PM,48.404358,102.853306,58.43616,112.072751,78.902038,30.940645,cut by Ancient witch,6e32ded0,0.0,Cursed Land,3.0,4.0,112.0,1.0,4.0,small,no space,0.0
6/19/1607 4:13 AM,6/19/1607 4:13 AM,74.474408,29.973205,85.250464,100.251825,74.622733,37.60439,stands beside,6e32df5d,0.0,The Mountains,2.0,3.0,86.0,0.0,,small,no space,0.0
8/2/1609 11:33 PM,8/2/1609 11:33 PM,18.814039,100.973832,29.220991,123.753844,91.545562,67.308348,,6e32df71,0.0,,3.0,2.0,141.0,0.0,2.0,huge,no space,0.0
4/11/1608 7:34 PM,4/11/1608 7:34 PM,99.322547,80.751,110.084993,7.223364,61.750262,24.543915,stands beside,6e32dfce,0.0,The Mountains,4.0,3.0,61.0,0.0,3.0,huge,no space,0.0
12/19/1607 1:14 AM,12/19/1607 1:14 AM,,71.737989,,77.021396,,34.528859,stands beside,6e32e03f,0.0,Servant's Premises,2.0,2.0,74.0,0.0,3.0,small,no space,1.0
11/23/1611 4:11 AM,11/23/1611 4:11 AM,2.380737,,13.380649,,3.28369,44.415439,stands beside,6e32e05e,0.0,Servant's Premises,4.0,4.0,158.0,0.0,,small,no space,0.0
3/11/1610 5:11 AM,3/11/1610 5:11 AM,96.526105,7.831871,107.463724,26.60351,14.154017,57.399245,,6e32e09a,0.0,Cursed Land,2.0,3.0,63.0,1.0,4.0,small,no space,0.0
10/20/1611 4:11 AM,10/20/1611 4:11 AM,18.866697,121.032333,29.576239,3.410371,28.272188,62.071921,stands beside,6e32e0ac,1.0,The Mountains,4.0,4.0,141.0,0.0,2.0,no land,beautiful,0.0
4/7/1609 10:54 PM,4/7/1609 10:54 PM,35.056627,107.081271,45.767134,,121.087277,31.137308,stands beside,6e32e0f4,0.0,The Mountains,3.0,3.0,125.0,0.0,3.0,small,no space,1.0
2/14/1610 5:13 AM,2/14/1610 5:13 AM,8.111571,166.417776,18.391961,,21.345806,18.396303,stands beside,6e32e118,0.0,The Mountains,2.0,2.0,152.0,0.0,4.0,small,no space,0.0
12/18/1610 4:31 AM,12/18/1610 4:31 AM,60.530483,228.579437,71.041956,,50.332353,14.265742,stands beside,6e32e14a,0.0,Servant's Premises,4.0,3.0,99.0,0.0,2.0,small,no space,1.0
7/26/1607 3:18 AM,7/26/1607 3:18 AM,31.477512,180.53588,41.493926,51.977688,101.462759,27.031682,stands beside,6e32e155,0.0,The Mountains,3.0,2.0,129.0,0.0,4.0,small,no space,0.0
7/27/1610 7:29 PM,7/27/1610 7:29 PM,34.770452,50.708625,44.802523,,25.68589,62.090418,stands beside,6e32e180,0.0,The Mountains,2.0,4.0,125.0,0.0,3.0,small,no space,0.0
1/7/1609 10:54 AM,1/7/1609 10:54 AM,0.474623,77.75597,10.620498,64.785294,109.511841,35.123289,stands beside,6e32e1d7,0.0,Servant's Premises,3.0,2.0,160.0,0.0,2.0,small,no space,
2/17/1607 12:48 PM,2/17/1607 12:48 PM,83.294533,173.034508,93.766906,92.742725,24.865816,37.948318,stands beside,6e32e206,0.0,The Mountains,2.0,3.0,77.0,0.0,2.0,small,no space,0.0
10/3/1612 10:30 AM,10/3/1612 10:30 AM,59.812304,169.530586,70.127197,56.394737,37.25808,23.603426,stands beside,6e32e2c0,0.0,Cursed Land,2.0,4.0,100.0,0.0,4.0,small,no space,0.0
12/21/1610 7:37 PM,12/21/1610 7:37 PM,34.730682,37.717016,44.956476,,,1.496976,stands beside,6e32e2c2,0.0,The Mountains,3.0,4.0,125.0,0.0,4.0,small,no space,0.0
7/20/1607 6:49 AM,7/20/1607 6:49 AM,33.632522,102.828682,44.021989,,51.251841,9.640235,,6e32e2dd,0.0,Cursed Land,4.0,3.0,126.0,0.0,4.0,small,no space,0.0
4/5/1607 12:41 AM,4/5/1607 12:41 AM,12.503042,72.433359,23.098439,58.489083,3.265433,38.173285,stands beside,6e32e2fb,0.0,The Mountains,2.0,3.0,147.0,0.0,4.0,huge,,0.0
12/9/1612 8:33 AM,12/9/1612 8:33 AM,13.728004,32.353553,24.482246,120.815048,85.854713,21.895086,,6e32e36a,0.0,,4.0,2.0,146.0,0.0,4.0,small,no space,1.0
10/21/1607 3:55 AM,10/21/1607 3:55 AM,10.268553,41.060379,21.203403,8.055578,15.585331,74.797838,stands beside,6e32e3de,0.0,The Mountains,4.0,3.0,150.0,0.0,2.0,small,,1.0
4/20/1607 2:52 AM,4/20/1607 2:52 AM,39.266538,189.711481,49.4103,11.023367,24.990223,15.080418,stands beside,6e32e418,0.0,Servant's Premises,2.0,2.0,121.0,0.0,,small,no space,0.0
10/18/1609 8:46 PM,10/18/1609 8:46 PM,4.490988,22.860784,15.436892,16.061868,53.492752,14.013616,stands beside,6e32e427,0.0,The Mountains,3.0,3.0,156.0,0.0,3.0,small,no space,0.0
11/4/1607 12:30 AM,11/4/1607 12:30 AM,58.2598,32.211512,68.573286,43.87285,,38.165253,stands beside,6e32e481,0.0,Cursed Land,3.0,3.0,102.0,0.0,3.0,huge,no space,0.0
7/28/1609 2:11 PM,7/28/1609 2:11 PM,34.292934,27.935027,45.174547,117.92245,5.24894,44.555852,cut by Ancient witch,6e32e4d1,0.0,King's Landing,4.0,2.0,126.0,1.0,2.0,small,no space,1.0
7/7/1612 8:31 PM,7/7/1612 8:31 PM,105.353264,123.522071,116.155333,39.65492,110.682797,34.221689,,6e32e58a,1.0,King's Landing,2.0,4.0,55.0,1.0,3.0,no land,beautiful,
8/1/1611 3:23 PM,8/1/1611 3:23 PM,123.692721,8.912894,134.560111,12.566831,47.907402,0.892699,stands beside,6e32e5f2,0.0,The Mountains,4.0,3.0,36.0,0.0,3.0,small,no space,0.0
5/3/1607 6:35 PM,5/3/1607 6:35 PM,4.34194,126.348611,14.916221,20.67427,6.087999,17.67343,cut by Ancient witch,6e32e5f5,0.0,,3.0,2.0,156.0,1.0,3.0,huge,,1.0
10/26/1611 9:15 AM,10/26/1611 9:15 AM,40.360622,75.922753,50.964768,59.283589,,2.461086,stands beside,6e32e606,0.0,Cursed Land,4.0,2.0,120.0,0.0,4.0,small,no space,0.0
9/10/1608 1:24 PM,9/10/1608 1:24 PM,19.031058,52.387553,29.323945,27.255596,28.309103,69.994502,,6e32e62c,0.0,Servant's Premises,2.0,3.0,141.0,0.0,3.0,small,,1.0
6/2/1612 8:33 AM,6/2/1612 8:33 AM,32.424013,186.717922,43.071057,43.899359,66.832671,13.485478,stands beside,6e32e66c,0.0,King's Landing,3.0,2.0,128.0,0.0,2.0,small,no space,1.0
11/25/1607 7:48 AM,11/25/1607 7:48 AM,6.257354,286.670561,17.100919,,9.403958,77.679242,stands beside,6e32e67a,0.0,The Mountains,4.0,3.0,154.0,0.0,2.0,huge,no space,0.0
1/4/1607 4:41 AM,1/4/1607 4:41 AM,36.952659,208.637201,47.518772,47.540348,49.750291,10.277573,cut by Ancient witch,6e32e6ae,0.0,The Mountains,4.0,3.0,123.0,1.0,2.0,small,no space,0.0
4/16/1611 2:38 PM,4/16/1611 2:38 PM,23.916567,7.407331,34.233407,78.598694,5.598662,69.756368,stands beside,6e32e6ba,1.0,The Mountains,4.0,4.0,136.0,0.0,4.0,no land,beautiful,0.0
6/13/1607 12:37 PM,6/13/1607 12:37 PM,41.886808,88.944716,52.728849,33.498425,98.972646,0.119952,stands beside,6e32e6cf,0.0,Cursed Land,4.0,3.0,118.0,0.0,2.0,small,no space,1.0
9/6/1612 8:52 AM,9/6/1612 8:52 AM,44.931725,238.903692,55.013599,54.228105,,15.511221,cut by Ancient witch,6e32e6d4,0.0,King's Landing,2.0,,115.0,1.0,3.0,small,no space,
3/11/1612 6:17 AM,3/11/1612 6:17 AM,96.324696,,106.696799,3.485381,,21.266651,stands beside,6e32e720,0.0,The Mountains,4.0,4.0,64.0,0.0,2.0,small,no space,0.0
10/17/1611 12:42 AM,10/17/1611 12:42 AM,34.315241,92.5914,44.343802,,4.725802,16.735599,,6e32e739,0.0,Servant's Premises,3.0,3.0,126.0,1.0,2.0,small,,0.0
7/27/1611 11:50 AM,7/27/1611 11:50 AM,93.925618,31.30514,104.703173,29.001796,14.756863,62.807356,cut by Ancient witch,6e32e9ae,1.0,The Mountains,,4.0,66.0,1.0,3.0,no land,beautiful,1.0
8/20/1611 1:40 PM,8/20/1611 1:40 PM,11.434829,104.806991,21.961893,52.152995,41.163314,63.773207,,6e32ea63,0.0,The Mountains,2.0,3.0,149.0,0.0,3.0,small,no space,1.0
5/5/1609 5:13 AM,5/5/1609 5:13 AM,59.052509,22.702129,69.618768,,77.476403,43.552088,stands beside,6e32ea98,0.0,Cursed Land,2.0,3.0,101.0,0.0,3.0,small,,0.0
9/10/1612 8:45 PM,9/10/1612 8:45 PM,13.062294,173.664177,23.732179,34.416371,51.91304,23.051846,,6e32eabb,0.0,,2.0,2.0,147.0,1.0,3.0,small,no space,0.0
1/3/1608 1:28 AM,1/3/1608 1:28 AM,33.475463,,44.284984,108.687667,7.491755,9.96808,,6e32eaf7,0.0,Servant's Premises,2.0,,127.0,0.0,3.0,small,no space,0.0
7/14/1608 4:21 AM,7/14/1608 4:21 AM,56.561741,74.250189,66.594351,10.411947,45.623678,33.837667,,6e32eaf9,0.0,The Mountains,2.0,3.0,103.0,1.0,4.0,small,no space,0.0
4/25/1612 9:41 PM,4/25/1612 9:41 PM,49.333339,32.307509,60.135148,13.370883,32.445305,9.755566,,6e32eb26,0.0,Servant's Premises,2.0,3.0,111.0,1.0,,huge,no space,0.0
7/12/1612 10:38 AM,7/12/1612 10:38 AM,16.592422,52.126074,27.577321,89.095727,17.802914,10.165219,stands beside,6e32eb99,0.0,Servant's Premises,2.0,4.0,143.0,0.0,2.0,small,no space,0.0
4/6/1607 9:36 AM,4/6/1607 9:36 AM,51.135049,276.20441,61.690438,67.661768,0.629824,7.437694,stands beside,6e32ebf0,0.0,Cursed Land,2.0,4.0,109.0,0.0,2.0,small,,0.0
7/14/1612 11:29 AM,7/14/1612 11:29 AM,111.855503,23.515078,122.678477,33.443974,27.98236,74.176042,stands beside,6e32ec8e,1.0,Servant's Premises,2.0,3.0,48.0,,2.0,no land,beautiful,1.0
1/2/1612 6:32 AM,1/2/1612 6:32 AM,85.097745,,95.34606,48.649484,34.109249,33.257159,stands beside,6e32ed47,0.0,Cursed Land,4.0,2.0,75.0,0.0,,small,no space,0.0
10/13/1607 12:58 PM,10/13/1607 12:58 PM,5.09999,224.743099,15.283669,8.752068,47.59,16.516514,cut by Ancient witch,6e32ed4c,0.0,,4.0,3.0,155.0,1.0,3.0,huge,no space,0.0
5/26/1607 5:19 AM,5/26/1607 5:19 AM,6.113238,116.057344,16.203347,6.866779,0.046879,35.374308,stands beside,6e32ed7e,1.0,King's Landing,3.0,2.0,154.0,0.0,3.0,no land,beautiful,0.0
4/27/1612 5:44 PM,4/27/1612 5:44 PM,7.123997,108.78135,17.974588,58.517018,62.091317,41.336102,cut by Ancient witch,6e32edcf,0.0,Servant's Premises,2.0,2.0,153.0,1.0,4.0,small,no space,1.0
7/21/1608 2:25 PM,7/21/1608 2:25 PM,26.875535,54.002863,36.903244,9.367156,,6.952023,stands beside,6e32edf3,1.0,King's Landing,3.0,2.0,133.0,0.0,,no land,beautiful,0.0
8/11/1611 6:29 PM,8/11/1611 6:29 PM,41.365098,85.289882,52.191561,,73.800335,27.489521,stands beside,6e32ee03,1.0,The Mountains,4.0,2.0,119.0,0.0,3.0,no land,beautiful,0.0
6/9/1608 2:31 PM,6/9/1608 2:31 PM,26.324713,40.822925,37.164748,50.44205,,25.763825,stands beside,6e32ee4e,0.0,The Mountains,2.0,3.0,134.0,0.0,4.0,small,no space,0.0
2/3/1611 11:50 AM,2/3/1611 11:50 AM,56.887309,20.926487,67.014646,37.415695,41.820476,6.742684,,6e32ee6c,0.0,The Mountains,3.0,2.0,103.0,1.0,2.0,huge,,0.0
11/9/1607 1:33 PM,11/9/1607 1:33 PM,104.474891,67.036426,115.125479,19.494657,1.675796,48.86898,cut by Ancient witch,6e32eeac,0.0,King's Landing,4.0,3.0,56.0,1.0,4.0,huge,no space,0.0
4/11/1607 1:48 AM,4/11/1607 1:48 AM,7.062033,94.645242,17.448629,2.628975,56.951534,41.716757,stands beside,6e32ef4e,0.0,Servant's Premises,2.0,4.0,153.0,0.0,2.0,small,,0.0
10/15/1607 5:57 PM,10/15/1607 5:57 PM,15.616384,138.262087,25.888079,10.019841,31.930696,24.808624,,6e32ef50,0.0,Servant's Premises,4.0,2.0,144.0,0.0,4.0,small,no space,1.0
9/16/1611 2:11 AM,9/16/1611 2:11 AM,3.857468,121.274939,14.822806,65.372786,99.50392,15.537913,,6e32efb8,0.0,The Mountains,2.0,3.0,156.0,0.0,3.0,small,no space,1.0
11/7/1608 12:57 AM,11/7/1608 12:57 AM,,52.811333,,130.275401,,1.862994,,6e32f013,0.0,King's Landing,3.0,2.0,74.0,0.0,2.0,huge,no space,
12/14/1612 9:43 AM,12/14/1612 9:43 AM,73.828388,149.697645,84.387191,72.881383,34.305846,16.998249,stands beside,6e32f051,0.0,The Mountains,3.0,3.0,86.0,0.0,3.0,small,no space,1.0
